"","city","date","year","month","day","all","accid","renal","resp","cerebrov","cardio","all_male","all_female","all_above85y","all_7584y","all_6574y","all_below64y","tmax","tdew","tmean","tmin","relhum","dtmax","ntmin","x","y","no2","o3","pm10"
"20821","Basel",1995-01-01,1995,1,1,7,0,0,2,1,1,5,2,4,0,3,0,4.8,1.86666666666667,2.6,0.1,75,4.3,3.2,610911,265600,9.801274435,66.65449044,7.31
"20822","Basel",1995-01-02,1995,1,2,5,0,0,1,0,0,2,3,2,1,2,0,0.8,-6.45,-0.5,-1.6,79.1,-0.1,-1.5,610911,265600,10.35350033,64.22408865,20.210001
"20823","Basel",1995-01-03,1995,1,3,4,0,0,1,0,1,1,3,3,0,1,0,-0.1,-1.48333333333333,-1.5,-6.1,87.3,0.4,-2.5,610911,265600,36.35046403,39.945622,22.446001
"20824","Basel",1995-01-04,1995,1,4,11,0,0,2,1,3,7,4,4,4,1,2,-2.9,-8.4,-5,-7.2,80.8,-2.5,-6.7,610911,265600,46.64680733,22.14994093,25.284
"20825","Basel",1995-01-05,1995,1,5,7,0,0,0,0,1,1,6,1,2,2,2,-5.2,-11.5333333333333,-6.6,-9.8,72.7,-4.9,-7.6,610911,265600,43.22039602,35.59135915,30.615999
"20826","Basel",1995-01-06,1995,1,6,6,0,0,1,0,3,2,4,0,2,1,3,-4.3,-8.28333333333333,-6.8,-10,75.7,-4.2,-10,610911,265600,60.98597416,17.92871156,55.384003
"20827","Basel",1995-01-07,1995,1,7,4,0,0,1,0,2,1,3,2,1,1,0,-1,-2.85,-3.4,-6.4,88.2,-1.2,-6.7,610911,265600,67.73088424,9.71138626,76.110001
"20828","Basel",1995-01-08,1995,1,8,3,0,0,0,0,2,1,2,1,1,1,0,-1.8,-4.75,-2.8,-4,88.7,-1.4,-3.4,610911,265600,60.6531813,14.50056365,78.001999
"20829","Basel",1995-01-09,1995,1,9,5,0,0,0,0,3,0,5,3,1,1,0,2.1,-0.666666666666667,-0.5,-3.2,90.9,1.1,-3.3,610911,265600,53.08686956,42.80582389,50.052002
"20830","Basel",1995-01-10,1995,1,10,9,0,0,0,1,2,1,8,5,2,0,2,5.4,2.83333333333333,4.3,3,82.3,5.5,0.9,610911,265600,14.65103695,66.81822557,6.794
"20831","Basel",1995-01-11,1995,1,11,4,0,0,0,0,1,2,2,1,2,0,1,7.6,5.75,3.8,0.9,76.8,7.8,3,610911,265600,18.18264817,60.99548696,8.514
"20832","Basel",1995-01-12,1995,1,12,5,0,0,1,1,2,2,3,1,2,0,2,1.2,-2.28333333333333,0.7,-0.9,79.2,1.4,0.1,610911,265600,21.41936714,54.97319714,14.533999
"20833","Basel",1995-01-13,1995,1,13,4,0,0,1,0,3,2,2,1,1,0,2,0,-6.01666666666667,-1.6,-5.4,76.6,0.5,-1.7,610911,265600,35.99222717,45.86557599,22.704
"20834","Basel",1995-01-14,1995,1,14,3,0,0,0,0,0,1,2,1,0,1,1,-0.7,-7.01666666666667,-4.3,-7.8,78.3,-0.6,-7.2,610911,265600,51.60439736,30.50029971,34.142002
"20835","Basel",1995-01-15,1995,1,15,5,1,0,0,0,2,3,2,2,1,2,0,1.3,-5.88333333333333,-1.7,-4,74.9,1.5,-4,610911,265600,57.45870854,27.97268053,45.494003
"20836","Basel",1995-01-16,1995,1,16,11,0,0,1,1,4,3,8,3,5,2,1,0.6,-4.65,-2.5,-5.1,83,0.7,-5.1,610911,265600,61.11811328,18.06174504,56.501999
"20837","Basel",1995-01-17,1995,1,17,6,0,0,2,1,2,4,2,3,2,0,1,1.1,-3.91666666666667,-2.3,-4.3,81.6,1.4,-4.3,610911,265600,69.1343058,16.29650367,54.265999
"20838","Basel",1995-01-18,1995,1,18,5,0,0,0,1,3,1,4,1,1,2,1,1.6,1.18333333333333,-1.1,-4.6,86.3,0.6,-4.6,610911,265600,72.06276927,2.113173403,52.9759979999999
"20839","Basel",1995-01-19,1995,1,19,5,0,0,0,0,2,3,2,1,1,1,2,6.9,-0.633333333333333,3.1,1,83.5,7.3,0.3,610911,265600,64.07923074,60.06937303,25.370001
"20840","Basel",1995-01-20,1995,1,20,8,1,0,0,2,6,3,5,4,1,2,1,5.6,-0.95,3.1,1.8,80.8,5.6,2,610911,265600,57.57109884,27.80894839,27.004
"20841","Basel",1995-01-21,1995,1,21,10,0,1,0,1,4,1,9,4,2,1,3,9.5,-3.2,3.4,0.2,84,6.3,0.5,610911,265600,50.71089985,75.82862534,21.844
"20842","Basel",1995-01-22,1995,1,22,9,0,0,0,0,4,5,4,3,3,2,1,14.5,2.58333333333333,10.4,6.4,61.9,12.5,2.9,610911,265600,6.731295725,78.69395264,4.472
"20843","Basel",1995-01-23,1995,1,23,9,0,0,0,0,1,1,8,4,2,2,1,14.5,2.68333333333333,8.6,3.4,73.2,12.4,11.9,610911,265600,9.282393399,75.30161683,4.386
"20844","Basel",1995-01-24,1995,1,24,5,0,0,0,0,3,2,3,3,1,1,0,6.6,-1.15,4.5,2.4,70.4,6.8,2.5,610911,265600,15.18275954,71.63810161,8.858001
"20845","Basel",1995-01-25,1995,1,25,9,0,0,1,0,2,5,4,2,2,5,0,13.4,7.06666666666667,10,2.2,75.5,13.6,2.2,610911,265600,16.39365213,63.69195772,7.826001
"20846","Basel",1995-01-26,1995,1,26,1,0,0,0,0,1,1,0,1,0,0,0,13.8,2.5,10.4,3.9,58.9,14,11,610911,265600,12.5244084,76.36076724,7.998
"20847","Basel",1995-01-27,1995,1,27,15,1,0,0,1,8,4,11,6,6,2,1,5.1,-4.11666666666667,2.9,0.6,67.2,5.3,1.8,610911,265600,24.66275513,65.19113512,12.212
"20848","Basel",1995-01-28,1995,1,28,8,0,0,1,0,5,5,3,4,1,0,3,11.3,2.6,7.9,2.2,68.2,11.7,1.8,610911,265600,16.29941338,73.6387063,9.37400000000001
"20849","Basel",1995-01-29,1995,1,29,8,0,0,0,0,2,4,4,5,1,2,0,10.7,3.02,9,5.8,61.4,10.9,6.5,610911,265600,5.893534694,79.72239442,6.364
"20850","Basel",1995-01-30,1995,1,30,12,1,0,1,0,4,7,5,7,3,1,1,9.5,2.53333333333333,7,0.2,78.8,9.4,7.9,610911,265600,17.63512128,74.80018655,7.052
"20851","Basel",1995-01-31,1995,1,31,3,0,0,0,1,3,0,3,3,0,0,0,6,-0.85,1.7,-1.7,78.6,6.2,-1.7,610911,265600,44.08914766,30.167719,27.09
"20852","Basel",1995-02-01,1995,2,1,2,0,0,0,0,1,1,1,0,0,1,1,11.8,2.06666666666667,4.7,-0.4,72.7,11.9,-0.4,610911,265600,56.02385679,16.30162011,37.925999
"20853","Basel",1995-02-02,1995,2,2,6,0,0,0,0,2,2,4,2,2,1,1,7.3,4.11666666666667,4.3,1.6,83.8,7.3,1.6,610911,265600,57.26237845,26.07952311,38.958
"20854","Basel",1995-02-03,1995,2,3,7,0,0,1,1,1,3,4,3,1,2,1,7.5,2.05,4.4,1.7,85.2,7.6,1.7,610911,265600,60.05837393,8.483391265,45.924004
"20855","Basel",1995-02-04,1995,2,4,8,0,0,0,1,2,6,2,3,1,1,3,6.9,3.26666666666667,4.5,3,89.4,7.4,3,610911,265600,48.63090835,47.52848653,34.314003
"20856","Basel",1995-02-05,1995,2,5,10,0,0,0,0,3,4,6,3,3,2,2,9.4,5.8,6.8,4.1,88.4,9.6,4.6,610911,265600,48.8063656,18.66039271,23.736
"20857","Basel",1995-02-06,1995,2,6,8,1,0,0,0,3,4,4,2,2,2,2,9.9,7.3,6.8,3.4,86.6,10.1,3.4,610911,265600,43.47101681,26.30977099,33.282001
"20858","Basel",1995-02-07,1995,2,7,9,0,0,2,0,1,7,2,3,3,0,3,13.7,6.11666666666667,7.2,2,82.2,13.8,2.5,610911,265600,42.40520293,48.19365094,33.712002
"20859","Basel",1995-02-08,1995,2,8,4,0,0,0,0,2,4,0,0,1,3,0,12.5,2.11666666666667,9.1,7.5,78.1,13,5,610911,265600,31.72292654,78.92419853,21.672001
"20860","Basel",1995-02-09,1995,2,9,5,0,0,0,2,3,1,4,3,2,0,0,10.3,4.45,7.2,3.2,85,11.1,7,610911,265600,28.47375964,70.57384074,14.448
"20861","Basel",1995-02-10,1995,2,10,4,0,1,0,0,1,0,4,2,1,0,1,10,2.88333333333333,6.4,2.9,82,10.1,3,610911,265600,49.93941494,52.51721114,26.23
"20862","Basel",1995-02-11,1995,2,11,4,0,0,1,0,0,2,2,2,0,1,1,10.5,3.01666666666667,8.3,5.5,71.4,11,5.5,610911,265600,22.32190179,70.4459257,9.02999999999999
"20863","Basel",1995-02-12,1995,2,12,4,0,0,0,0,2,3,1,0,1,2,1,12.8,4.08333333333333,9.4,3.8,70.7,13.6,7.5,610911,265600,28.55921084,78.82186769,13.416
"20864","Basel",1995-02-13,1995,2,13,8,1,0,1,1,4,5,3,3,2,2,1,13.9,6.3,8.9,4.7,79.2,14.2,3.8,610911,265600,39.59854849,57.86921612,23.220001
"20865","Basel",1995-02-14,1995,2,14,5,0,0,0,0,4,1,4,4,0,0,1,10.2,0.366666666666667,7.4,2.6,66.7,10.8,7.3,610911,265600,21.6682981,87.10570574,10.836
"20866","Basel",1995-02-15,1995,2,15,4,0,0,1,0,1,2,2,3,1,0,0,14.2,8.76666666666667,8.5,2.3,78.6,14.4,2.3,610911,265600,30.99373472,76.46309409,17.114
"20867","Basel",1995-02-16,1995,2,16,11,0,0,3,1,4,4,7,5,5,1,0,11.2,5.18333333333333,8.5,4.6,66.8,10.1,7.4,610911,265600,9.375384622,76.86218655,8.342
"20868","Basel",1995-02-17,1995,2,17,6,0,2,0,1,2,1,5,3,1,2,0,13.2,3.2,9.1,3.9,64.7,13.7,5.2,610911,265600,13.04968771,85.57583268,NA
"20869","Basel",1995-02-18,1995,2,18,5,0,0,1,0,0,3,2,0,2,2,1,6.5,1.53333333333333,3.9,2.7,86.7,7.1,2.8,610911,265600,14.18913837,71.2441216,NA
"20870","Basel",1995-02-19,1995,2,19,9,0,0,0,1,4,3,6,4,1,4,0,10.5,0.8,6.4,1.7,66.9,10.3,1.8,610911,265600,20.38792589,77.39432447,NA
"20871","Basel",1995-02-20,1995,2,20,8,0,0,1,1,6,2,6,5,2,1,0,14.6,6.35,10.5,7.4,69.1,14.8,7.8,610911,265600,42.00280939,78.36136295,NA
"20872","Basel",1995-02-21,1995,2,21,6,0,0,0,0,3,2,4,2,2,2,0,15.8,2.21666666666667,9.2,4,68,16.3,5.4,610911,265600,32.48998626,83.64685618,8.772
"20873","Basel",1995-02-22,1995,2,22,10,1,0,2,0,2,4,6,5,3,1,1,8.3,-1.9,4.8,1.8,69.8,8.7,1.9,610911,265600,32.63104691,73.30612459,19.264
"20874","Basel",1995-02-23,1995,2,23,10,1,0,3,0,3,3,7,6,2,2,0,5.4,-0.2,4,1.1,65.2,5.7,2.1,610911,265600,20.59618038,67.54478629,11.352
"20875","Basel",1995-02-24,1995,2,24,7,0,0,0,0,3,2,5,4,1,1,1,10.2,5.33333333333333,5.2,0.3,80.3,10.6,0.3,610911,265600,33.45825149,66.64937699,12.900001
"20876","Basel",1995-02-25,1995,2,25,5,0,0,1,0,0,3,2,2,3,0,0,9.6,5.13333333333333,6.8,4.5,82.3,11.2,4.5,610911,265600,16.01960233,80.02427848,6.88
"20877","Basel",1995-02-26,1995,2,26,5,0,0,0,0,4,3,2,1,3,0,1,5.8,-0.566666666666667,2.9,0.4,88.9,6.3,1.7,610911,265600,25.44671586,60.79593774,15.308
"20878","Basel",1995-02-27,1995,2,27,7,0,0,1,1,4,4,3,4,0,3,0,5.4,-3.7,2.2,-0.1,78.7,5.8,0.4,610911,265600,24.10533104,65.95351093,15.394
"20879","Basel",1995-02-28,1995,2,28,8,0,0,0,2,4,6,2,4,3,1,0,10.7,-4.26666666666667,5.1,-0.1,61.2,11,-0.1,610911,265600,34.7922001,72.80469431,21.156
"20880","Basel",1995-03-01,1995,3,1,6,0,0,0,1,2,0,6,4,1,1,0,13.3,0.233333333333333,5.9,-0.1,65.1,14.1,0,610911,265600,40.76168912,88.23648334,26.144001
"20881","Basel",1995-03-02,1995,3,2,8,0,0,2,2,2,7,1,3,1,4,0,10.4,-1.08333333333333,6.8,2.6,64.2,11.1,3.8,610911,265600,23.20001055,77.62969078,13.243999
"20882","Basel",1995-03-03,1995,3,3,6,0,0,0,1,2,3,3,3,3,0,0,9.3,-2.41666666666667,5.1,1.5,73,8.7,1.6,610911,265600,21.07244507,81.44670226,9.02999999999999
"20883","Basel",1995-03-04,1995,3,4,4,1,0,0,1,3,1,3,1,1,1,1,5.6,-3.75,2.1,-1.6,73.8,5.8,1,610911,265600,28.75993678,71.37204063,17.630001
"20884","Basel",1995-03-05,1995,3,5,9,0,0,1,0,5,4,5,4,2,1,2,6.4,-5.68333333333333,2,-2.6,74.7,6.7,-2.6,610911,265600,35.56697407,79.19026349,19.952002
"20885","Basel",1995-03-06,1995,3,6,7,2,0,0,0,4,5,2,3,3,1,0,5.7,0.0166666666666667,3.7,0.8,79,6.4,2.1,610911,265600,11.4830422,74.16572079,7.138
"20886","Basel",1995-03-07,1995,3,7,6,1,0,0,0,2,5,1,1,3,0,2,6.9,-4.46666666666667,3.2,0.9,64.6,7.5,0.8,610911,265600,18.98154541,83.58034443,10.148001
"20887","Basel",1995-03-08,1995,3,8,3,0,0,0,0,1,0,3,0,2,1,0,7.7,-0.966666666666667,3.5,0.6,64.5,8.2,0.6,610911,265600,31.68479868,93.89037537,13.502
"20888","Basel",1995-03-09,1995,3,9,7,0,0,1,0,1,1,6,4,2,0,1,6.9,-1.61666666666667,2.9,-0.5,78.1,7.8,-0.5,610911,265600,46.14448345,78.02367179,19.264
"20889","Basel",1995-03-10,1995,3,10,7,0,0,1,1,4,5,2,3,1,3,0,11.3,-3.13333333333333,5,-1.3,61.8,11.6,-1.3,610911,265600,54.04648349,71.00875229,25.886002
"20890","Basel",1995-03-11,1995,3,11,7,0,0,1,0,4,3,4,3,3,1,0,15.1,0.366666666666667,7.6,1.8,58.6,15.3,1.8,610911,265600,60.8178058,93.55778967,47.987999
"20891","Basel",1995-03-12,1995,3,12,6,0,0,0,1,4,5,1,3,1,0,2,14.3,3,8,0.8,65.3,14.7,0.8,610911,265600,54.68615795,108.5904892,61.576
"20892","Basel",1995-03-13,1995,3,13,8,0,0,0,2,6,3,5,2,3,1,2,12.7,0.05,6.4,-0.6,63.1,13.1,-0.3,610911,265600,43.88538227,87.4689861,55.384003
"20893","Basel",1995-03-14,1995,3,14,8,0,0,0,2,5,5,3,3,3,2,0,8.5,-2.75,5,0.2,64.6,8.7,0.2,610911,265600,37.86408799,82.44956682,49.880001
"20894","Basel",1995-03-15,1995,3,15,8,0,0,0,0,5,4,4,3,2,0,3,7.1,-2.51666666666667,5.3,2.2,73.1,7,4.5,610911,265600,26.53374499,104.2976247,21.5
"20895","Basel",1995-03-16,1995,3,16,6,0,0,1,0,2,4,2,1,2,2,1,8,-4.7,4.6,1.9,61,8.4,2.1,610911,265600,16.16848353,82.14767878,7.74
"20896","Basel",1995-03-17,1995,3,17,4,0,0,0,0,1,2,2,3,0,1,0,12.5,3.55,7.8,2.1,62.2,12,1.9,610911,265600,31.50010291,81.85091715,12.814
"20897","Basel",1995-03-18,1995,3,18,4,0,0,0,0,1,2,2,2,0,2,0,12,4.68333333333333,9.5,7,75.6,10.6,7.8,610911,265600,11.60004469,77.9622675,6.106
"20898","Basel",1995-03-19,1995,3,19,5,0,0,1,0,1,3,2,1,1,1,2,12.3,6.23333333333333,7.5,0.3,80.7,12.5,10.6,610911,265600,13.1077129,75.82862933,5.504
"20899","Basel",1995-03-20,1995,3,20,6,0,0,0,0,3,3,3,5,1,0,0,7.2,-3.31666666666667,3.4,1.2,74.4,8.2,0.3,610911,265600,12.62990937,71.00875229,8.68600099999999
"20900","Basel",1995-03-21,1995,3,21,7,1,0,0,0,2,1,6,3,2,1,1,4.9,0.0833333333333333,2.1,-0.5,82.3,6.3,-0.2,610911,265600,21.70722355,65.22183177,14.190001
"20901","Basel",1995-03-22,1995,3,22,13,0,0,1,0,5,6,7,3,6,2,2,8.9,-3.9,3.7,-0.9,68.6,9.3,-0.9,610911,265600,45.88728414,74.20153688,21.5
"20902","Basel",1995-03-23,1995,3,23,9,0,0,2,2,3,4,5,4,3,1,1,14.4,-6.71666666666667,6.6,-0.9,54.4,15,-0.9,610911,265600,57.84179797,74.93321404,28.724001
"20903","Basel",1995-03-24,1995,3,24,8,0,1,2,1,3,3,5,5,1,1,1,18.3,-0.85,9.7,1.8,51,18.8,1.8,610911,265600,49.68395234,123.9250669,29.842001
"20904","Basel",1995-03-25,1995,3,25,5,0,0,0,0,1,1,4,2,1,0,2,12.1,4.56666666666667,8.6,3.1,68.5,12.5,3.1,610911,265600,36.26235399,88.70209853,32.852001
"20905","Basel",1995-03-26,1995,3,26,9,1,0,1,3,5,4,5,3,5,0,1,13.4,4.03333333333333,9.9,7.2,67.8,14.4,7.2,610911,265600,8.328238741,85.70886716,10.922
"20906","Basel",1995-03-27,1995,3,27,14,0,0,1,0,3,4,10,5,2,6,1,8,4.2,5,-0.7,83.9,8.2,6.9,610911,265600,16.28340978,89.03467824,5.504
"20907","Basel",1995-03-28,1995,3,28,10,1,0,0,1,3,3,7,8,2,0,0,5,-1.4,1.7,-2.6,63.1,4.6,-2.6,610911,265600,13.20438094,86.54287915,12.47
"20908","Basel",1995-03-29,1995,3,29,13,0,0,1,1,6,8,5,5,5,1,2,6.4,2,3.6,0.5,63.5,5.8,1.7,610911,265600,19.95914638,77.06174475,8.944
"20909","Basel",1995-03-30,1995,3,30,9,0,0,1,1,3,3,6,4,3,1,1,6.1,-7.25,2.5,-0.8,57.9,7,-0.4,610911,265600,30.9352212,71.90416358,12.900001
"20910","Basel",1995-03-31,1995,3,31,10,1,0,1,0,3,8,2,3,5,2,0,6,-6.1,2,-2.1,69.4,6.2,-2.1,610911,265600,40.24798862,76.33005961,22.790001
"20911","Basel",1995-04-01,1995,4,1,8,0,0,1,0,4,3,5,3,3,2,0,9.4,7.03333333333333,6,2.5,92.1,8.9,2.1,610911,265600,52.5465273,44.29988485,26.487999
"20912","Basel",1995-04-02,1995,4,2,4,0,0,0,1,2,0,4,0,4,0,0,17.5,7,12,7.8,74.8,18,7.8,610911,265600,35.45090935,89.16771771,36.034
"20913","Basel",1995-04-03,1995,4,3,11,0,0,0,0,3,4,7,5,4,0,2,22.3,6.4,13.6,5.3,62.9,22.6,5.3,610911,265600,34.04562624,18.96227377,45.064003
"20914","Basel",1995-04-04,1995,4,4,6,0,0,0,2,4,1,5,2,4,0,0,22.1,7.88333333333333,14.9,6.7,61.3,22.5,6.7,610911,265600,NA,NA,45.494003
"20915","Basel",1995-04-05,1995,4,5,5,0,0,0,0,1,2,3,1,4,0,0,20.8,9.41666666666667,13.9,6.6,68.7,21.1,6.6,610911,265600,34.86085069,133.9332128,59.598003
"20916","Basel",1995-04-06,1995,4,6,3,0,0,0,1,2,2,1,1,0,0,2,17.4,7.53333333333333,13.8,10,66.5,17.7,10.3,610911,265600,19.72319367,117.7032278,64.671997
"20917","Basel",1995-04-07,1995,4,7,7,1,0,1,0,1,4,3,2,1,2,2,15.8,6.7,12.4,8.4,69.5,16.2,8.4,610911,265600,20.85295139,80.91969077,38.528
"20918","Basel",1995-04-08,1995,4,8,5,0,0,1,0,2,1,4,3,2,0,0,12.5,7.1,9.3,5.4,50.3,11.7,8.4,610911,265600,17.3920957,89.53099807,24.337999
"20919","Basel",1995-04-09,1995,4,9,6,0,0,0,0,2,3,3,1,3,2,0,10.1,-6.48333333333333,6.3,0.8,48.3,10.4,2.5,610911,265600,19.25538929,95.02115597,15.05
"20920","Basel",1995-04-10,1995,4,10,8,0,0,1,0,1,4,4,5,2,1,0,9.3,0.75,5.5,1,66.7,9.9,0.8,610911,265600,43.28340432,71.74043344,21.07
"20921","Basel",1995-04-11,1995,4,11,10,1,0,2,2,3,5,5,3,2,4,1,15.2,3.15,8.2,1.3,70.7,15.7,1.3,610911,265600,34.38877853,99.64659723,27.176001
"20922","Basel",1995-04-12,1995,4,12,6,0,0,1,2,3,2,4,4,0,0,2,15.8,2.08333333333333,9.7,3.3,68.7,16.5,3.3,610911,265600,36.08664377,100.0456977,40.850002
"20923","Basel",1995-04-13,1995,4,13,8,0,0,1,0,2,3,5,4,2,1,1,11.1,3.53333333333333,7.9,5.7,75.3,12.6,5.7,610911,265600,35.67763185,66.78752193,20.210001
"20924","Basel",1995-04-14,1995,4,14,6,0,0,0,1,3,3,3,2,3,0,1,12,-2.53333333333333,7,-0.2,57.1,12.2,-0.2,610911,265600,24.70850532,95.25651629,18.834
"20925","Basel",1995-04-15,1995,4,15,5,0,0,0,0,1,1,4,1,2,2,0,12.6,0.06,8,1.8,61.9,12.8,1.8,610911,265600,23.87820744,111.5837236,24.08
"20926","Basel",1995-04-16,1995,4,16,6,0,0,0,1,3,5,1,4,1,1,0,9.5,2.78333333333333,6.9,5.5,80.6,10,5.9,610911,265600,18.26200734,80.05497513,17.200001
"20927","Basel",1995-04-17,1995,4,17,6,0,0,0,0,0,1,5,4,1,0,1,11.4,3.26666666666667,8.5,4.6,65.6,12.1,4.6,610911,265600,7.711664669,81.75370176,13.416
"20928","Basel",1995-04-18,1995,4,18,2,0,0,0,0,0,1,1,1,0,0,1,13.8,6.06666666666667,11.3,8.2,65.4,14.2,10.2,610911,265600,12.69943827,79.78891017,11.18
"20929","Basel",1995-04-19,1995,4,19,5,0,0,0,0,2,2,3,2,3,0,0,14.8,3.63333333333333,9.7,3.4,71.3,15.6,7.6,610911,265600,17.85451199,98.61304,13.502
"20930","Basel",1995-04-20,1995,4,20,5,1,0,0,0,1,3,2,3,1,1,0,7.6,1.25,5.3,2.9,76.3,8,2.9,610911,265600,17.57143549,81.42112205,9.28800000000001
"20931","Basel",1995-04-21,1995,4,21,13,0,0,2,0,5,7,6,2,4,5,2,14.9,5.98333333333333,9.7,4.7,70.5,15.2,4.7,610911,265600,32.2743398,75.33231449,25.198
"20932","Basel",1995-04-22,1995,4,22,9,0,0,0,1,4,4,5,4,2,2,1,11.9,7.76666666666667,8.9,6.1,78.5,12.1,6.1,610911,265600,28.27910974,93.49127492,21.586
"20933","Basel",1995-04-23,1995,4,23,4,1,0,0,0,2,1,3,3,1,0,0,16.9,8.68333333333333,11.2,4.8,75.2,17.5,4.8,610911,265600,29.44751173,96.91430939,29.927999
"20934","Basel",1995-04-24,1995,4,24,4,0,0,0,1,2,1,3,1,1,0,2,16.5,10,12.7,9.4,77.8,17.2,9.4,610911,265600,23.33247114,85.3455828,40.420002
"20935","Basel",1995-04-25,1995,4,25,10,0,0,1,0,3,6,4,4,3,3,0,11.3,9.33333333333333,10.2,8.1,84.2,11.1,10.3,610911,265600,17.21700066,46.66377389,15.05
"20936","Basel",1995-04-26,1995,4,26,4,1,0,0,0,1,2,2,2,2,0,0,10.5,7.03333333333333,9.2,8,87.6,10.7,8,610911,265600,23.44452816,43.87008575,7.052
"20937","Basel",1995-04-27,1995,4,27,5,0,0,1,0,0,1,4,3,1,0,1,16.3,8.2,11,8.2,86.5,16.9,8.2,610911,265600,32.62157975,112.8117166,18.146
"20938","Basel",1995-04-28,1995,4,28,7,0,0,0,1,4,3,4,3,2,1,1,18,10.25,12.7,8.4,81.6,18.7,9.6,610911,265600,40.84816063,95.95238235,50.396
"20939","Basel",1995-04-29,1995,4,29,7,0,0,1,0,1,5,2,3,1,0,3,19.7,9.71666666666667,12.7,6.8,79.9,20.1,6.8,610911,265600,27.51705784,118.4656086,31.734001
"20940","Basel",1995-04-30,1995,4,30,5,0,0,0,1,3,3,2,3,1,0,1,14.7,8.71666666666667,12.3,10.1,81.3,15.4,10.6,610911,265600,13.877658,84.2148052,14.792001
"20941","Basel",1995-05-01,1995,5,1,8,0,0,1,0,4,4,4,4,2,1,1,17.2,10.4166666666667,13,9.6,81.1,17.8,10.1,610911,265600,23.32828198,101.3709011,33.454002
"20942","Basel",1995-05-02,1995,5,2,7,0,0,0,0,4,3,4,1,4,0,2,19.5,9.48333333333333,14.1,7.5,69.3,19.9,7.5,610911,265600,28.92014442,111.9828201,43.172001
"20943","Basel",1995-05-03,1995,5,3,6,1,0,0,0,2,3,3,4,1,0,1,23.4,7.41666666666667,15.7,8.1,55.2,24.2,8.1,610911,265600,39.84756105,138.8196045,30.358
"20944","Basel",1995-05-04,1995,5,4,6,0,0,2,1,2,4,2,2,3,0,1,23.8,5.31666666666667,16.2,7.5,55.7,24.1,7.5,610911,265600,45.84191961,148.2035345,31.648001
"20945","Basel",1995-05-05,1995,5,5,6,1,0,0,1,3,2,4,4,1,1,0,25.4,4.12,17.3,9.5,52.1,26.2,9.5,610911,265600,41.50692727,153.99045,32.164001
"20946","Basel",1995-05-06,1995,5,6,5,0,0,0,0,2,2,3,1,2,1,1,26.6,2.21666666666667,18.7,9.7,45.4,26.9,9.7,610911,265600,25.97107655,149.8971347,24.08
"20947","Basel",1995-05-07,1995,5,7,10,0,0,2,2,5,4,6,5,4,0,1,26.2,5.92,19,9.3,50.8,26.4,9.3,610911,265600,18.95194728,149.4980353,28.294003
"20948","Basel",1995-05-08,1995,5,8,4,0,0,0,0,2,2,2,1,2,1,0,24,9.36666666666667,17.6,12.8,62.5,24.4,12.9,610911,265600,29.88256526,153.8522971,35.174004
"20949","Basel",1995-05-09,1995,5,9,6,0,0,0,0,5,5,1,2,2,1,1,18.7,3.4,14.8,8.7,61.2,19.2,11.6,610911,265600,19.66426044,110.7548281,26.66
"20950","Basel",1995-05-10,1995,5,10,8,0,0,1,0,3,7,1,2,2,0,4,15.9,4.23333333333333,10.9,5.9,65.9,16.9,5.9,610911,265600,25.83166059,96.58172469,26.487999
"20951","Basel",1995-05-11,1995,5,11,2,0,0,0,0,1,0,2,0,1,1,0,17.8,7.53333333333333,12,4.7,66.1,18.2,4.7,610911,265600,36.55161433,94.99045133,32.164001
"20952","Basel",1995-05-12,1995,5,12,8,0,0,0,0,1,2,6,2,4,0,2,15.5,9.25,12.1,8.8,79.7,16.1,9.1,610911,265600,42.3254372,69.7449402,36.635998
"20953","Basel",1995-05-13,1995,5,13,8,0,0,1,0,4,3,5,4,1,2,1,10.7,10,7.6,5.6,93,9.2,8.6,610911,265600,23.52412887,47.63081836,19.866001
"20954","Basel",1995-05-14,1995,5,14,9,0,0,0,2,5,3,6,3,2,0,4,10,0.733333333333333,6.5,2.6,77.3,10.4,4.2,610911,265600,17.10018659,80.75595564,15.222001
"20955","Basel",1995-05-15,1995,5,15,7,0,0,0,1,5,6,1,3,3,0,1,16.1,2.66666666666667,9.4,1.6,66.4,16.7,1.6,610911,265600,31.39848713,89.63332891,25.026001
"20956","Basel",1995-05-16,1995,5,16,6,0,0,0,0,4,3,3,3,0,0,3,14.1,10.8,11.3,8.2,89.2,14.7,8.2,610911,265600,45.69177211,93.35824344,22.962002
"20957","Basel",1995-05-17,1995,5,17,12,0,0,1,0,6,8,4,4,2,4,2,17.3,7.53333333333333,14.1,10.7,68.8,17.8,10.8,610911,265600,7.894418046,93.26102505,11.094
"20958","Basel",1995-05-18,1995,5,18,5,0,0,0,2,3,2,3,4,1,0,0,15.2,10.4,10.8,7,85.4,15.8,9,610911,265600,21.69872111,82.87936392,9.88999999999999
"20959","Basel",1995-05-19,1995,5,19,3,0,0,0,1,1,1,2,2,1,0,0,12.5,0.65,9,4.9,72.4,13.6,6.6,610911,265600,17.52080267,103.4687321,13.846001
"20960","Basel",1995-05-20,1995,5,20,6,0,0,0,0,5,2,4,1,2,2,1,14.5,1.1,9.6,3.6,70.4,16,3.6,610911,265600,20.91725631,113.3131429,19.177999
