X,city,date,year,month,day,all,accid,renal,resp,cerebrov,cardio,all_male,all_female,all_above85y,all_7584y,all_6574y,all_below64y,tmax,tdew,tmean,tmin,relhum,dtmax,ntmin,x,y,no2,o3,pm10,all_above64y,pm10_MA_2,pm10_MA_5,pm10_MA_10,no2_MA_2,o3_MA_2,relhum_MA_2,heat_90,heat_95,heat_90_no,heat_95_no,dow
20821,Basel,1995-01-01,1995,1,1,7,0,0,2,1,1,5,2,4,0,3,0,4.8,1.86666666666667,2.6,0.1,75,4.3,3.2,610911,265600,9.801274435,66.65449044,7.31,7,NA,NA,NA,NA,NA,NA,1,1,0,0,1
20822,Basel,1995-01-02,1995,1,2,5,0,0,1,0,0,2,3,2,1,2,0,0.8,-6.45,-0.5,-1.6,79.1,-0.1,-1.5,610911,265600,10.35350033,64.22408865,20.210001,5,13.760000499999999,NA,NA,10.0773873825,65.43928954500001,77.05,1,1,0,0,2
20823,Basel,1995-01-03,1995,1,3,4,0,0,1,0,1,1,3,3,0,1,0,-0.1,-1.48333333333333,-1.5,-6.1,87.3,0.4,-2.5,610911,265600,36.35046403,39.945622,22.446001,4,21.328001,NA,NA,23.35198218,52.084855325,83.19999999999999,1,1,0,0,3
20824,Basel,1995-01-04,1995,1,4,11,0,0,2,1,3,7,4,4,4,1,2,-2.9,-8.4,-5,-7.2,80.8,-2.5,-6.7,610911,265600,46.64680733,22.14994093,25.284,9,23.8650005,NA,NA,41.49863568,31.047781465,84.04999999999998,1,1,0,0,4
20825,Basel,1995-01-05,1995,1,5,7,0,0,0,0,1,1,6,1,2,2,2,-5.2,-11.5333333333333,-6.6,-9.8,72.7,-4.9,-7.6,610911,265600,43.22039602,35.59135915,30.615999,5,27.949999499999997,21.1732002,NA,44.933601675000006,28.87065004,76.74999999999999,1,1,0,0,5
20826,Basel,1995-01-06,1995,1,6,6,0,0,1,0,3,2,4,0,2,1,3,-4.3,-8.28333333333333,-6.8,-10,75.7,-4.2,-10,610911,265600,60.98597416,17.92871156,55.384003,3,43.000001,30.7880008,NA,52.10318509,26.760035355,74.19999999999999,1,1,0,0,6
20827,Basel,1995-01-07,1995,1,7,4,0,0,1,0,2,1,3,2,1,1,0,-1,-2.85,-3.4,-6.4,88.2,-1.2,-6.7,610911,265600,67.73088424,9.71138626,76.110001,4,65.747002,41.9680008,NA,64.35842919999999,13.82004891,81.94999999999999,1,1,0,0,7
20828,Basel,1995-01-08,1995,1,8,3,0,0,0,0,2,1,2,1,1,1,0,-1.8,-4.75,-2.8,-4,88.7,-1.4,-3.4,610911,265600,60.6531813,14.50056365,78.001999,3,77.056,53.0792004,NA,64.19203277,12.105974955,88.44999999999999,1,1,0,0,1
20829,Basel,1995-01-09,1995,1,9,5,0,0,0,0,3,0,5,3,1,1,0,2.1,-0.666666666666667,-0.5,-3.2,90.9,1.1,-3.3,610911,265600,53.08686956,42.80582389,50.052002,5,64.0270005,58.0328008,NA,56.87002543,28.65319377,89.79999999999998,1,1,0,0,2
20830,Basel,1995-01-10,1995,1,10,9,0,0,0,1,2,1,8,5,2,0,2,5.4,2.83333333333333,4.3,3,82.3,5.5,0.9,610911,265600,14.65103695,66.81822557,6.794,7,28.423001,53.268401,37.2208006,33.868953254999994,54.81202473,86.59999999999998,1,1,0,0,3
20831,Basel,1995-01-11,1995,1,11,4,0,0,0,0,1,2,2,1,2,0,1,7.6,5.75,3.8,0.9,76.8,7.8,3,610911,265600,18.18264817,60.99548696,8.514,3,7.654,43.8944004,37.3412006,16.41684256,63.906856265,79.54999999999998,1,1,0,0,4
20832,Basel,1995-01-12,1995,1,12,5,0,0,1,1,2,2,3,1,2,0,2,1.2,-2.28333333333333,0.7,-0.9,79.2,1.4,0.1,610911,265600,21.41936714,54.97319714,14.533999,3,11.523999499999999,31.5792,36.7736004,19.801007655,57.98434205,77.99999999999999,1,1,0,0,5
20833,Basel,1995-01-13,1995,1,13,4,0,0,1,0,3,2,2,1,1,0,2,0,-6.01666666666667,-1.6,-5.4,76.6,0.5,-1.7,610911,265600,35.99222717,45.86557599,22.704,2,18.6189995,20.5196002,36.7994003,28.705797155,50.419386565,77.89999999999998,1,1,0,0,6
20834,Basel,1995-01-14,1995,1,14,3,0,0,0,0,0,1,2,1,0,1,1,-0.7,-7.01666666666667,-4.3,-7.8,78.3,-0.6,-7.2,610911,265600,51.60439736,30.50029971,34.142002,2,28.423001,17.3376002,37.6852005,43.798312265,38.18293785,77.44999999999997,1,1,0,0,7
20835,Basel,1995-01-15,1995,1,15,5,1,0,0,0,2,3,2,2,1,2,0,1.3,-5.88333333333333,-1.7,-4,74.9,1.5,-4,610911,265600,57.45870854,27.97268053,45.494003,5,39.8180025,25.0776008,39.1730009,54.531552950000005,29.23649012,76.59999999999998,1,1,0,0,1
20836,Basel,1995-01-16,1995,1,16,11,0,0,1,1,4,3,8,3,5,2,1,0.6,-4.65,-2.5,-5.1,83,0.7,-5.1,610911,265600,61.11811328,18.06174504,56.501999,10,50.998001,34.6752006,39.284800499999996,59.28841091,23.017212785,78.94999999999999,1,1,0,0,2
20837,Basel,1995-01-17,1995,1,17,6,0,0,2,1,2,4,2,3,2,0,1,1.1,-3.91666666666667,-2.3,-4.3,81.6,1.4,-4.3,610911,265600,69.1343058,16.29650367,54.265999,5,55.383999,42.6216006,37.1004003,65.12620954,17.179124355,82.29999999999998,1,1,0,0,3
20838,Basel,1995-01-18,1995,1,18,5,0,0,0,1,3,1,4,1,1,2,1,1.6,1.18333333333333,-1.1,-4.6,86.3,0.6,-4.6,610911,265600,72.06276927,2.113173403,52.9759979999999,4,53.62099849999995,48.676000199999976,34.59780019999999,70.598537535,9.204838536499999,83.94999999999999,1,1,0,0,4
20839,Basel,1995-01-19,1995,1,19,5,0,0,0,0,2,3,2,1,1,1,2,6.9,-0.633333333333333,3.1,1,83.5,7.3,0.3,610911,265600,64.07923074,60.06937303,25.370001,3,39.172999499999946,46.92159999999998,32.12960009999999,68.071000005,31.0912732165,84.89999999999999,1,1,0,0,5
20840,Basel,1995-01-20,1995,1,20,8,1,0,0,2,6,3,5,4,1,2,1,5.6,-0.95,3.1,1.8,80.8,5.6,2,610911,265600,57.57109884,27.80894839,27.004,7,26.1870005,43.223599399999976,34.15060009999999,60.82516479,43.93916071,82.14999999999999,1,1,0,0,6
20841,Basel,1995-01-21,1995,1,21,10,0,1,0,1,4,1,9,4,2,1,3,9.5,-3.2,3.4,0.2,84,6.3,0.5,610911,265600,50.71089985,75.82862534,21.844,7,24.424,36.29199959999998,35.48360009999999,54.140999345,51.818786865,82.39999999999999,1,1,0,0,7
20842,Basel,1995-01-22,1995,1,22,9,0,0,0,0,4,5,4,3,3,2,1,14.5,2.58333333333333,10.4,6.4,61.9,12.5,2.9,610911,265600,6.731295725,78.69395264,4.472,8,13.158000000000001,26.33319979999998,34.47740019999999,28.7210977875,77.26128899,72.94999999999999,1,1,0,0,1
20843,Basel,1995-01-23,1995,1,23,9,0,0,0,0,1,1,8,4,2,2,1,14.5,2.68333333333333,8.6,3.4,73.2,12.4,11.9,610911,265600,9.282393399,75.30161683,4.386,8,4.429,16.6152002,32.64560019999999,8.006844562,76.99778473500001,67.54999999999998,1,1,0,0,2
20844,Basel,1995-01-24,1995,1,24,5,0,0,0,0,3,2,3,3,1,1,0,6.6,-1.15,4.5,2.4,70.4,6.8,2.5,610911,265600,15.18275954,71.63810161,8.858001,5,6.6220005,13.3128002,30.11720009999999,12.2325764695,73.46985922,71.79999999999998,1,1,0,0,3
20845,Basel,1995-01-25,1995,1,25,9,0,0,1,0,2,5,4,2,2,5,0,13.4,7.06666666666667,10,2.2,75.5,13.6,2.2,610911,265600,16.39365213,63.69195772,7.826001,9,8.342001,9.477200400000001,26.35039989999999,15.788205835,67.665029665,72.94999999999999,1,1,0,0,4
20846,Basel,1995-01-26,1995,1,26,1,0,0,0,0,1,1,0,1,0,0,0,13.8,2.5,10.4,3.9,58.9,14,11,610911,265600,12.5244084,76.36076724,7.998,1,7.9120004999999995,6.7080004,21.499999999999993,14.459030264999999,70.02636248,67.19999999999999,1,1,0,0,5
20847,Basel,1995-01-27,1995,1,27,15,1,0,0,1,8,4,11,6,6,2,1,5.1,-4.11666666666667,2.9,0.6,67.2,5.3,1.8,610911,265600,24.66275513,65.19113512,12.212,14,10.105,8.2560004,17.29460009999999,18.593581765,70.77595117999999,63.04999999999999,1,1,0,0,6
20848,Basel,1995-01-28,1995,1,28,8,0,0,1,0,5,5,3,4,1,0,3,11.3,2.6,7.9,2.2,68.2,11.7,1.8,610911,265600,16.29941338,73.6387063,9.37400000000001,5,10.793000000000005,9.253600400000002,12.9344003,20.481084255,69.41492070999999,67.69999999999999,1,1,0,0,7
20849,Basel,1995-01-29,1995,1,29,8,0,0,0,0,2,4,4,5,1,2,0,10.7,3.02,9,5.8,61.4,10.9,6.5,610911,265600,5.893534694,79.72239442,6.364,8,7.869000000000005,8.754800200000002,11.033800200000002,11.096474037,76.68055036,64.79999999999998,1,1,0,0,1
20850,Basel,1995-01-30,1995,1,30,12,1,0,1,0,4,7,5,7,3,1,1,9.5,2.53333333333333,7,0.2,78.8,9.4,7.9,610911,265600,17.63512128,74.80018655,7.052,11,6.708,8.600000000000001,9.038600200000001,11.764327987,77.261290485,70.09999999999998,1,1,0,0,2
20851,Basel,1995-01-31,1995,1,31,3,0,0,0,1,3,0,3,3,0,0,0,6,-0.85,1.7,-1.7,78.6,6.2,-1.7,610911,265600,44.08914766,30.167719,27.09,3,17.070999999999998,12.418400000000002,9.5632002,30.86213447,52.483952775000006,78.69999999999997,1,1,0,0,3
20852,Basel,1995-02-01,1995,2,1,2,0,0,0,0,1,1,1,0,0,1,1,11.8,2.06666666666667,4.7,-0.4,72.7,11.9,-0.4,610911,265600,56.02385679,16.301620110000002,37.925999,1,32.5079995,17.5611998,12.908600100000001,50.056502225,23.234669555000004,75.64999999999998,1,1,0,0,4
20853,Basel,1995-02-02,1995,2,2,6,0,0,0,0,2,2,4,2,2,1,1,7.3,4.11666666666667,4.3,1.6,83.8,7.3,1.6,610911,265600,57.26237845,26.07952311,38.958,5,38.441999499999994,23.4779998,16.3658001,56.64311762,21.19057161,78.24999999999997,1,1,0,0,5
20854,Basel,1995-02-03,1995,2,3,7,0,0,1,1,1,3,4,3,1,2,1,7.5,2.05,4.4,1.7,85.2,7.6,1.7,610911,265600,60.05837393,8.483391265,45.924004,6,42.441002,31.390000599999997,20.0724004,58.66037619,17.2814571875,84.49999999999997,1,1,0,0,6
20855,Basel,1995-02-04,1995,2,4,8,0,0,0,1,2,6,2,3,1,1,3,6.9,3.26666666666667,4.5,3,89.4,7.4,3,610911,265600,48.63090835,47.52848653,34.314003,5,40.1190035,36.8424012,22.7212006,54.34464114,28.005938897500002,87.29999999999998,1,1,0,0,7
20856,Basel,1995-02-05,1995,2,5,10,0,0,0,0,3,4,6,3,3,2,2,9.4,5.8,6.8,4.1,88.4,9.6,4.6,610911,265600,48.8063656,18.66039271,23.736,8,29.025001500000002,36.1716012,24.2950006,48.718636974999995,33.09443962,88.89999999999998,1,1,0,0,1
20857,Basel,1995-02-06,1995,2,6,8,1,0,0,0,3,4,4,2,2,2,2,9.9,7.3,6.8,3.4,86.6,10.1,3.4,610911,265600,43.47101681,26.30977099,33.282001,6,28.5090005,35.2428016,26.402000700000002,46.138691205,22.48508185,87.49999999999997,1,1,0,0,2
20858,Basel,1995-02-07,1995,2,7,9,0,0,2,0,1,7,2,3,3,0,3,13.7,6.11666666666667,7.2,2,82.2,13.8,2.5,610911,265600,42.40520293,48.19365094,33.712002,6,33.497001499999996,34.193602,28.8358009,42.938109870000005,37.251710965,84.39999999999998,1,1,0,0,3
20859,Basel,1995-02-08,1995,2,8,4,0,0,0,0,2,4,0,0,1,3,0,12.5,2.11666666666667,9.1,7.5,78.1,13,5,610911,265600,31.72292654,78.92419853,21.672001,4,27.6920015,29.3432014,30.366601,37.064064735,63.558924735,80.14999999999998,1,1,0,0,4
20860,Basel,1995-02-09,1995,2,9,5,0,0,0,2,3,1,4,3,2,0,0,10.3,4.45,7.2,3.2,85,11.1,7,610911,265600,28.47375964,70.57384074,14.448,5,18.0600005,25.3700008,31.106201,30.09834309,74.749019635,81.54999999999998,1,1,0,0,5
20861,Basel,1995-02-10,1995,2,10,4,0,1,0,0,1,0,4,2,1,0,1,10,2.88333333333333,6.4,2.9,82,10.1,3,610911,265600,49.93941494,52.51721114,26.23,3,20.339,25.8688008,31.020201,39.20658729,61.54552594,83.49999999999999,1,1,0,0,6
20862,Basel,1995-02-11,1995,2,11,4,0,0,1,0,0,2,2,2,0,1,1,10.5,3.01666666666667,8.3,5.5,71.4,11,5.5,610911,265600,22.32190179,70.4459257,9.02999999999999,3,17.629999999999995,21.0184006,28.1306011,36.130658365,61.48156842,76.69999999999999,1,1,0,0,7
20863,Basel,1995-02-12,1995,2,12,4,0,0,0,0,2,3,1,0,1,2,1,12.8,4.08333333333333,9.4,3.8,70.7,13.6,7.5,610911,265600,28.55921084,78.82186769,13.416,3,11.222999999999995,16.959200199999998,25.576401099999998,25.440556315,74.633896695,71.04999999999998,1,1,0,0,1
20864,Basel,1995-02-13,1995,2,13,8,1,0,1,1,4,5,3,3,2,2,1,13.9,6.3,8.9,4.7,79.2,14.2,3.8,610911,265600,39.59854849,57.86921612,23.220001,7,18.3180005,17.268800199999998,23.3060008,34.078879665,68.345541905,74.94999999999999,1,1,0,0,2
20865,Basel,1995-02-14,1995,2,14,5,0,0,0,0,4,1,4,4,0,0,1,10.2,0.366666666666667,7.4,2.6,66.7,10.8,7.3,610911,265600,21.6682981,87.10570574,10.836,4,17.0280005,16.546400199999997,20.9582005,30.633423295,72.48746093,72.94999999999999,1,1,0,0,3
20866,Basel,1995-02-15,1995,2,15,4,0,0,1,0,1,2,2,3,1,0,0,14.2,8.76666666666667,8.5,2.3,78.6,14.4,2.3,610911,265600,30.99373472,76.46309409,17.114,4,13.975000000000001,14.723200199999999,20.296000499999998,26.33101641,81.784399915,72.64999999999998,1,1,0,0,4
20867,Basel,1995-02-16,1995,2,16,11,0,0,3,1,4,4,7,5,5,1,0,11.2,5.18333333333333,8.5,4.6,66.8,10.1,7.4,610911,265600,9.375384622,76.86218655,8.342,11,12.728000000000002,14.5856002,17.8020004,20.184559671,76.66264032000001,72.69999999999997,1,1,0,0,5
20868,Basel,1995-02-17,1995,2,17,6,0,2,0,1,2,1,5,3,1,2,0,13.2,3.2,9.1,3.9,64.7,13.7,5.2,610911,265600,13.04968771,85.57583268,NA,6,NA,NA,NA,11.212536166,81.219009615,65.74999999999997,1,1,0,0,6
20869,Basel,1995-02-18,1995,2,18,5,0,0,1,0,0,3,2,0,2,2,1,6.5,1.53333333333333,3.9,2.7,86.7,7.1,2.8,610911,265600,14.18913837,71.2441216,NA,4,NA,NA,NA,13.619413040000001,78.40997714,75.69999999999997,1,1,0,0,7
20870,Basel,1995-02-19,1995,2,19,9,0,0,0,1,4,3,6,4,1,4,0,10.5,0.8,6.4,1.7,66.9,10.3,1.8,610911,265600,20.387925890000002,77.39432447,NA,9,NA,NA,NA,17.28853213,74.319223035,76.79999999999998,1,1,0,0,1
20871,Basel,1995-02-20,1995,2,20,8,0,0,1,1,6,2,6,5,2,1,0,14.6,6.35,10.5,7.4,69.1,14.8,7.8,610911,265600,42.00280939,78.36136295,NA,8,NA,NA,NA,31.19536764,77.87784371000001,67.99999999999997,1,1,0,0,2
20872,Basel,1995-02-21,1995,2,21,6,0,0,0,0,3,2,4,2,2,2,0,15.8,2.21666666666667,9.2,4,68,16.3,5.4,610911,265600,32.48998626,83.64685618,8.772,6,NA,NA,NA,37.246397825,81.004109565,68.54999999999997,1,1,0,0,3
20873,Basel,1995-02-22,1995,2,22,10,1,0,2,0,2,4,6,5,3,1,1,8.3,-1.9,4.8,1.8,69.8,8.7,1.9,610911,265600,32.63104691,73.30612459,19.264,9,14.018,NA,NA,32.560516585,78.476490385,68.89999999999998,1,1,0,0,4
20874,Basel,1995-02-23,1995,2,23,10,1,0,3,0,3,3,7,6,2,2,0,5.4,-0.2,4,1.1,65.2,5.7,2.1,610911,265600,20.59618038,67.54478629,11.352,10,15.308,NA,NA,26.613613645,70.42545544000001,67.49999999999997,1,1,0,0,5
20875,Basel,1995-02-24,1995,2,24,7,0,0,0,0,3,2,5,4,1,1,1,10.2,5.33333333333333,5.2,0.3,80.3,10.6,0.3,610911,265600,33.45825149,66.64937699,12.900001,6,12.1260005,NA,NA,27.027215935,67.09708164,72.74999999999997,1,1,0,0,6
20876,Basel,1995-02-25,1995,2,25,5,0,0,1,0,0,3,2,2,3,0,0,9.6,5.13333333333333,6.8,4.5,82.3,11.2,4.5,610911,265600,16.01960233,80.02427848,6.88,5,9.8900005,11.8336002,NA,24.738926910000004,73.336827735,81.29999999999997,1,1,0,0,7
20877,Basel,1995-02-26,1995,2,26,5,0,0,0,0,4,3,2,1,3,0,1,5.8,-0.566666666666667,2.9,0.4,88.9,6.3,1.7,610911,265600,25.44671586,60.79593774,15.308,4,11.094,13.1408002,NA,20.733159095,70.41010811000001,85.59999999999997,1,1,0,0,1
20878,Basel,1995-02-27,1995,2,27,7,0,0,1,1,4,4,3,4,0,3,0,5.4,-3.7,2.2,-0.1,78.7,5.8,0.4,610911,265600,24.10533104,65.95351093,15.394,7,15.350999999999999,12.3668002,NA,24.77602345,63.374724334999996,83.79999999999997,1,1,0,0,2
20879,Basel,1995-02-28,1995,2,28,8,0,0,0,2,4,6,2,4,3,1,0,10.7,-4.26666666666667,5.1,-0.1,61.2,11,-0.1,610911,265600,34.7922001,72.80469431,21.156,8,18.275,14.3276002,NA,29.44876557,69.37910262,69.94999999999996,1,1,0,0,3
20880,Basel,1995-03-01,1995,3,1,6,0,0,0,1,2,0,6,4,1,1,0,13.3,0.233333333333333,5.9,-0.1,65.1,14.1,0,610911,265600,40.76168912,88.23648334,26.144001,6,23.650000499999997,16.9764002,NA,37.77694461,80.520588825,63.149999999999956,1,1,0,0,4
20881,Basel,1995-03-02,1995,3,2,8,0,0,2,2,2,7,1,3,1,4,0,10.4,-1.08333333333333,6.8,2.6,64.2,11.1,3.8,610911,265600,23.20001055,77.62969078,13.243999,8,19.694,18.2492,15.0414001,31.980849835,82.93308706,64.64999999999995,1,1,0,0,5
20882,Basel,1995-03-03,1995,3,3,6,0,0,0,1,2,3,3,3,3,0,0,9.3,-2.41666666666667,5.1,1.5,73,8.7,1.6,610911,265600,21.07244507,81.44670226,9.02999999999999,6,11.136999499999995,16.993599999999997,15.067200099999999,22.13622781,79.53819652,68.59999999999995,1,1,0,0,6
20883,Basel,1995-03-04,1995,3,4,4,1,0,0,1,3,1,3,1,1,1,1,5.6,-3.75,2.1,-1.6,73.8,5.8,1,610911,265600,28.75993678,71.37204063,17.630001,3,13.330000499999995,17.440800199999998,14.9038002,24.916190925000002,76.409371445,73.39999999999995,1,1,0,0,7
20884,Basel,1995-03-05,1995,3,5,9,0,0,1,0,5,4,5,4,2,1,2,6.4,-5.68333333333333,2,-2.6,74.7,6.7,-2.6,610911,265600,35.56697407,79.19026349,19.952002,7,18.7910015,17.2000006,15.7638004,32.163455425,75.28115206000001,74.24999999999994,1,1,0,0,1
20885,Basel,1995-03-06,1995,3,6,7,2,0,0,0,4,5,2,3,3,1,0,5.7,0.0166666666666667,3.7,0.8,79,6.4,2.1,610911,265600,11.4830422,74.16572079,7.138,7,13.545001,13.398800399999999,15.1876003,23.525008135,76.67799214,76.84999999999994,1,1,0,0,2
20886,Basel,1995-03-07,1995,3,7,6,1,0,0,0,2,5,1,1,3,0,2,6.9,-4.46666666666667,3.2,0.9,64.6,7.5,0.8,610911,265600,18.98154541,83.58034443,10.148001,4,8.6430005,12.779600799999999,15.5144004,15.232293805,78.87303261,71.79999999999993,1,1,0,0,3
20887,Basel,1995-03-08,1995,3,8,3,0,0,0,0,1,0,3,0,2,1,0,7.7,-0.966666666666667,3.5,0.6,64.5,8.2,0.6,610911,265600,31.68479868,93.89037537,13.502,3,11.825000500000002,13.6740008,15.3338004,25.333172044999998,88.73535989999999,64.54999999999993,1,1,0,0,4
20888,Basel,1995-03-09,1995,3,9,7,0,0,1,0,1,1,6,4,2,0,1,6.9,-1.61666666666667,2.9,-0.5,78.1,7.8,-0.5,610911,265600,46.14448345,78.02367179,19.264,6,16.383,14.0008006,15.720800399999998,38.914641065,85.95702358,71.29999999999993,1,1,0,0,5
20889,Basel,1995-03-10,1995,3,10,7,0,0,1,1,4,5,2,3,1,3,0,11.3,-3.13333333333333,5,-1.3,61.8,11.6,-1.3,610911,265600,54.04648349,71.00875229,25.886002,7,22.575001,15.1876006,16.1938006,50.095483470000005,74.51621204,69.94999999999993,1,1,0,0,6
20890,Basel,1995-03-11,1995,3,11,7,0,0,1,0,4,3,4,3,3,1,0,15.1,0.366666666666667,7.6,1.8,58.6,15.3,1.8,610911,265600,60.8178058,93.55778967,47.987999,7,36.9370005,23.357600400000003,18.3782004,57.432144645,82.28327098,60.19999999999993,1,1,0,0,7
20891,Basel,1995-03-12,1995,3,12,6,0,0,0,1,4,5,1,3,1,0,2,14.3,3,8,0.8,65.3,14.7,0.8,610911,265600,54.68615795,108.5904892,61.576,4,54.7819995,33.6432002,23.2114005,57.751981875,101.074139435,61.94999999999993,1,1,0,0,1
20892,Basel,1995-03-13,1995,3,13,8,0,0,0,2,6,3,5,2,3,1,2,12.7,0.05,6.4,-0.6,63.1,13.1,-0.3,610911,265600,43.88538227,87.4689861,55.384003,6,58.4800015,42.0196008,27.8468008,49.28577011,98.02973764999999,64.19999999999993,1,1,0,0,2
20893,Basel,1995-03-14,1995,3,14,8,0,0,0,2,5,5,3,3,3,2,0,8.5,-2.75,5,0.2,64.6,8.7,0.2,610911,265600,37.86408799,82.44956682,49.880001,8,52.632002,48.142801,31.071800800000002,40.874735130000005,84.95927646,63.84999999999993,1,1,0,0,3
20894,Basel,1995-03-15,1995,3,15,8,0,0,0,0,5,4,4,3,2,0,3,7.1,-2.51666666666667,5.3,2.2,73.1,7,4.5,610911,265600,26.53374499,104.2976247,21.5,5,35.6900005,47.2656006,31.2266006,32.19891649,93.37359576,68.84999999999992,1,1,0,0,4
20895,Basel,1995-03-16,1995,3,16,6,0,0,1,0,2,4,2,1,2,2,1,8,-4.7,4.6,1.9,61,8.4,2.1,610911,265600,16.16848353,82.14767878,7.74,5,14.620000000000001,39.2160008,31.2868006,21.35111426,93.22265174,67.04999999999993,1,1,0,0,5
20896,Basel,1995-03-17,1995,3,17,4,0,0,0,0,1,2,2,3,0,1,0,12.5,3.55,7.8,2.1,62.2,12,1.9,610911,265600,31.50010291,81.85091715,12.814,4,10.277000000000001,29.463600800000002,31.553400500000002,23.83429322,81.99929796500001,61.59999999999993,1,1,0,0,6
20897,Basel,1995-03-18,1995,3,18,4,0,0,0,0,1,2,2,2,0,2,0,12,4.68333333333333,9.5,7,75.6,10.6,7.8,610911,265600,11.60004469,77.9622675,6.106,4,9.46,19.6080002,30.8138005,21.5500738,79.90659232499999,68.89999999999992,1,1,0,0,7
20898,Basel,1995-03-19,1995,3,19,5,0,0,1,0,1,3,2,1,1,1,2,12.3,6.23333333333333,7.5,0.3,80.7,12.5,10.6,610911,265600,13.1077129,75.82862933,5.504,3,5.805,10.7328,29.437800499999998,12.353878795,76.895448415,78.14999999999992,1,1,0,0,1
20899,Basel,1995-03-20,1995,3,20,6,0,0,0,0,3,3,3,5,1,0,0,7.2,-3.31666666666667,3.4,1.2,74.4,8.2,0.3,610911,265600,12.62990937,71.00875229,8.68600099999999,6,7.095000499999995,8.170000199999999,27.7178004,12.868811135,73.41869081,77.54999999999993,1,1,0,0,2
20900,Basel,1995-03-21,1995,3,21,7,1,0,0,0,2,1,6,3,2,1,1,4.9,0.0833333333333333,2.1,-0.5,82.3,6.3,-0.2,610911,265600,21.70722355,65.22183177,14.190001,6,11.438000999999996,9.460000399999998,24.3380006,17.16856646,68.11529203,78.34999999999992,1,1,0,0,3
20901,Basel,1995-03-22,1995,3,22,13,0,0,1,0,5,6,7,3,6,2,2,8.9,-3.9,3.7,-0.9,68.6,9.3,-0.9,610911,265600,45.88728414,74.20153688,21.5,11,17.8450005,11.197200399999998,20.330400599999997,33.797253845,69.711684325,75.44999999999992,1,1,0,0,4
20902,Basel,1995-03-23,1995,3,23,9,0,0,2,2,3,4,5,4,3,1,1,14.4,-6.71666666666667,6.6,-0.9,54.4,15,-0.9,610911,265600,57.84179797,74.93321404,28.724001,8,25.1120005,15.720800599999999,17.664400399999998,51.864541055000004,74.56737546,61.499999999999915,1,1,0,0,5
20903,Basel,1995-03-24,1995,3,24,8,0,1,2,1,3,3,5,5,1,1,1,18.3,-0.85,9.7,1.8,51,18.8,1.8,610911,265600,49.68395234,123.9250669,29.842001,7,29.283001,20.5884008,15.660600399999998,53.762875155,99.42914047,52.69999999999992,1,1,0,0,6
20904,Basel,1995-03-25,1995,3,25,5,0,0,0,0,1,1,4,2,1,0,2,12.1,4.56666666666667,8.6,3.1,68.5,12.5,3.1,610911,265600,36.26235399,88.70209853,32.852001,3,31.347001,25.4216008,16.7958005,42.973153165,106.313582715,59.749999999999915,1,1,0,0,7
20905,Basel,1995-03-26,1995,3,26,9,1,0,1,3,5,4,5,3,5,0,1,13.4,4.03333333333333,9.9,7.2,67.8,14.4,7.2,610911,265600,8.328238741,85.70886716,10.922,8,21.8870005,24.7680006,17.1140005,22.2952963655,87.205482845,68.14999999999992,1,1,0,0,1
20906,Basel,1995-03-27,1995,3,27,14,0,0,1,0,3,4,10,5,2,6,1,8,4.2,5,-0.7,83.9,8.2,6.9,610911,265600,16.28340978,89.03467824,5.504,13,8.213000000000001,21.5688006,16.383000499999998,12.3058242605,87.37177270000001,75.84999999999992,1,1,0,0,2
20907,Basel,1995-03-28,1995,3,28,10,1,0,0,1,3,3,7,8,2,0,0,5,-1.4,1.7,-2.6,63.1,4.6,-2.6,610911,265600,13.20438094,86.54287915,12.47,10,8.987,18.3180004,17.0194005,14.74389536,87.788778695,73.49999999999993,1,1,0,0,3
20908,Basel,1995-03-29,1995,3,29,13,0,0,1,1,6,8,5,5,5,1,2,6.4,2,3.6,0.5,63.5,5.8,1.7,610911,265600,19.95914638,77.06174475,8.944,11,10.707,14.1384002,17.3634005,16.58176366,81.80231195,63.299999999999926,1,1,0,0,4
20909,Basel,1995-03-30,1995,3,30,9,0,0,1,1,3,3,6,4,3,1,1,6.1,-7.25,2.5,-0.8,57.9,7,-0.4,610911,265600,30.9352212,71.90416358,12.900001,8,10.9220005,10.1480002,17.7848005,25.44718379,74.482954165,60.699999999999925,1,1,0,0,5
20910,Basel,1995-03-31,1995,3,31,10,1,0,1,0,3,8,2,3,5,2,0,6,-6.1,2,-2.1,69.4,6.2,-2.1,610911,265600,40.24798862,76.33005961,22.790001,10,17.845001,12.5216004,18.6448005,35.59160491,74.11711159500001,63.64999999999993,1,1,0,0,6
20911,Basel,1995-04-01,1995,4,1,8,0,0,1,0,4,3,5,3,3,2,0,9.4,7.03333333333333,6,2.5,92.1,8.9,2.1,610911,265600,52.5465273,44.29988485,26.487999,8,24.639,16.7184002,19.1436004,46.397257960000005,60.31497223,80.74999999999993,1,1,0,0,7
20912,Basel,1995-04-02,1995,4,2,4,0,0,0,1,2,0,4,0,4,0,0,17.5,7,12,7.8,74.8,18,7.8,610911,265600,35.45090935,89.16771771,36.034,4,31.260999499999997,21.4312002,19.8746003,43.998718325,66.73380128,83.44999999999993,1,1,0,0,1
20913,Basel,1995-04-03,1995,4,3,11,0,0,0,0,3,4,7,5,4,0,2,22.3,6.4,13.6,5.3,62.9,22.6,5.3,610911,265600,34.04562624,18.96227377,45.064003,9,40.5490015,28.6552008,21.3968005,34.748267795000004,54.06499574,68.84999999999994,1,1,0,0,2
