X,city,date,year,month,day,all,accid,renal,resp,cerebrov,cardio,all_male,all_female,all_above85y,all_7584y,all_6574y,all_below64y,tmax,tdew,tmean,tmin,relhum,dtmax,ntmin,x,y,no2,o3,pm10,all_above64y,pm10_MA_2,pm10_MA_5,pm10_MA_10,no2_MA_2,o3_MA_2,relhum_MA_2,heat_90,heat_95,heat_90_no,heat_95_no,dow
22171,Basel,1998-09-12,1998,9,12,6,1,0,0,0,4,2,4,2,3,1,0,13.2,9.01666666666667,11.6,8.9,83.9,13.9,11.4,610911,265600,9.862528452,83.44219051,5.1,6,8.1,13.1200002,13.3599999,18.537886846,77.74225200500001,87.34999999999997,1,1,0,0,7
22172,Basel,1998-09-13,1998,9,13,6,0,0,0,0,2,2,4,2,1,1,2,13,4.93333333333333,10,8.2,74.6,14.5,8.2,610911,265600,6.411416738,83.40125997,6.5,4,5.8,11.7600002,12.23,8.136972595,83.42172524,79.24999999999997,1,1,0,0,1
22173,Basel,1998-09-14,1998,9,14,7,0,0,0,1,1,3,4,1,2,1,3,12.6,4.95,10.4,7.4,72.8,12.9,7.5,610911,265600,5.874716531,79.60470628,6.9,4,6.7,9.5600002,11.2400001,6.1430666345,81.502983125,73.69999999999996,1,1,0,0,2
22174,Basel,1998-09-15,1998,9,15,4,0,0,1,0,2,3,1,3,0,1,0,15.4,6.31666666666667,12.7,11,72.1,15.9,10.8,610911,265600,14.46178138,70.99340596,9.2,4,8.05,7.76,11.4200001,10.1682489555,75.29905612,72.44999999999996,1,1,0,0,3
22175,Basel,1998-09-16,1998,9,16,5,0,0,0,1,2,1,4,3,1,1,0,16.4,11.4333333333333,14.2,11.7,79.8,17.1,11.6,610911,265600,14.14577263,73.53637546,6.2,5,7.699999999999999,6.78,10.9100001,14.303777005,72.26489071,75.94999999999996,1,1,0,0,4
22176,Basel,1998-09-17,1998,9,17,3,0,1,0,0,1,3,0,1,1,0,1,14.9,8.01666666666667,12.8,11,73.8,15.7,11.5,610911,265600,7.687384308,74.30898316,10.4,2,8.3,7.84,10.4800001,10.916578469000001,73.92267931,76.79999999999995,1,1,0,0,5
22177,Basel,1998-09-18,1998,9,18,6,0,0,0,1,1,4,2,2,1,1,2,17.6,7.81666666666667,12.6,7.7,72.6,18.2,9.8,610911,265600,22.31364077,81.98906408,14.4,4,12.4,9.42,10.5900001,15.000512538999999,78.14902362000001,73.19999999999996,1,1,0,0,6
22178,Basel,1998-09-19,1998,9,19,10,0,0,0,0,3,3,7,3,4,1,2,17.6,8.95,11.6,5.6,76.4,17.9,5.6,610911,265600,26.7253055,90.43664025,18.200001,8,16.3000005,11.6800002,10.6200002,24.519473135,86.212852165,74.49999999999997,1,1,0,0,7
22179,Basel,1998-09-20,1998,9,20,2,0,0,0,0,1,1,1,1,1,0,0,20,9.05,12.1,5.4,73.6,20.4,5.4,610911,265600,22.03283537,94.64763574,18.299999,2,18.25,13.5,10.63,24.379070435000003,92.54213799499999,74.99999999999997,1,1,0,0,1
22180,Basel,1998-09-21,1998,9,21,3,0,0,0,0,1,1,2,2,0,1,0,19.4,8.31666666666667,12.6,6.7,73.1,19.7,6.7,610911,265600,27.07100299,79.7326293,21.700001,3,20,16.6000002,11.690000099999999,24.55191918,87.19013251999999,73.34999999999997,1,1,0,0,2
22181,Basel,1998-09-22,1998,9,22,4,0,0,0,1,2,1,3,3,1,0,0,15.2,8.76666666666667,11.1,6.9,80.2,15.7,7,610911,265600,32.06167295,43.41982188,24.700001,4,23.200001,19.4600004,13.650000200000001,29.56633797,61.57622559,76.64999999999998,1,1,0,0,3
22182,Basel,1998-09-23,1998,9,23,6,0,0,0,1,5,2,4,2,2,1,1,19.9,10.85,13.2,6.3,79,20.3,6.3,610911,265600,37.1864316,81.34949086,34,5,29.3500005,23.3800004,16.4000002,34.624052275,62.38465637,79.59999999999998,1,1,0,0,4
22183,Basel,1998-09-24,1998,9,24,5,0,0,0,0,1,2,3,3,1,1,0,20.5,11.1833333333333,14.5,8.6,78.6,21,8.6,610911,265600,38.86974218,83.559879659999993,39,5,36.5,27.5400002,19.610000199999998,38.02808689,82.45468525999999,78.79999999999998,1,1,0,0,5
22184,Basel,1998-09-25,1998,9,25,4,0,0,1,0,1,2,2,0,1,1,2,22.3,9.56666666666667,15.8,10.4,74.9,22.7,10.4,610911,265600,47.83733624,113.3950169,33.299999,2,36.1499995,30.5400002,22.0200001,43.35353921,98.47744828,76.74999999999999,1,1,0,0,6
22185,Basel,1998-09-26,1998,9,26,9,0,0,0,0,3,4,5,3,4,2,0,20.4,11.4833333333333,16.2,13.9,80.1,20.8,14.1,610911,265600,34.88695428,72.94284423,29.299999,9,31.299999,32.0599998,24.330000000000002,41.36214526,93.16893056500001,77.49999999999999,1,1,0,0,7
22186,Basel,1998-09-27,1998,9,27,8,0,0,1,3,5,3,5,4,3,1,0,19.5,9.91666666666667,15.9,13.4,70.4,19.9,13.4,610911,265600,13.48030672,82.0658177,6.7,8,17.9999995,28.4599996,23.96,24.1836305,77.50433096500001,75.24999999999999,1,1,0,0,1
22187,Basel,1998-09-28,1998,9,28,2,0,0,0,0,0,1,1,1,1,0,0,17.7,10.45,14.7,12.8,81,18.3,12.9,610911,265600,22.30588053,75.46535296,8.3,2,7.5,23.3199996,23.35,17.893093625,78.76558533,75.69999999999999,1,1,0,0,2
22188,Basel,1998-09-29,1998,9,29,5,0,0,0,1,3,3,2,2,0,1,2,18.6,11.2666666666667,15.3,13.7,83.9,18.8,13.5,610911,265600,29.31979021,79.60471326,20,3,14.15,19.5199996,23.5299999,25.812835370000002,77.53503311,82.44999999999999,1,1,0,0,3
22189,Basel,1998-09-30,1998,9,30,6,0,0,1,1,5,2,4,4,0,2,0,15,13.3333333333333,13.6,11.8,90.9,15.1,13.3,610911,265600,39.02383225,57.99713116,15.4,6,17.7,15.9399998,23.24,34.17181123,68.80092221,87.39999999999999,1,1,0,0,4
22190,Basel,1998-10-01,1998,10,1,7,1,0,0,0,3,5,2,1,6,0,0,13.7,11.0833333333333,11.8,8.4,90.3,14,10.8,610911,265600,34.71782941,54.07778685,14.7,7,15.05,13.02,22.5399999,36.87083083,56.037459005,90.6,1,1,0,0,5
22191,Basel,1998-10-02,1998,10,2,5,0,0,1,0,2,2,3,1,2,2,0,13,9.7,10.6,8,87.9,13.2,8,610911,265600,31.70727396,27.72196489,22.200001,5,18.4500005,16.1200002,22.2899999,33.212551685,40.89987587,89.1,1,1,0,0,6
22192,Basel,1998-10-03,1998,10,3,5,0,0,0,0,2,2,3,1,3,1,0,13,9.31666666666667,11,9.4,84.9,13.2,10.7,610911,265600,26.13579885,55.31601173,28.5,5,25.3500005,20.1600002,21.7399999,28.921536404999998,41.51898831,86.4,1,1,0,0,7
22193,Basel,1998-10-04,1998,10,4,3,0,0,1,0,0,1,2,1,2,0,0,10.7,9.56666666666667,9.4,7.7,90.8,9.9,7.7,610911,265600,27.48494842,43.15375692,18.9,3,23.7,19.9400002,19.7299999,26.810373634999998,49.234884324999996,87.85,1,1,0,0,1
22194,Basel,1998-10-05,1998,10,5,9,0,0,0,0,1,5,4,2,4,0,3,15.9,7.98333333333333,12.4,10.1,82.4,16.4,10,610911,265600,33.13026874,70.63524104,18.6,6,18.75,20.5800002,18.26,30.30760858,56.894498979999995,86.6,1,1,0,0,2
22195,Basel,1998-10-06,1998,10,6,4,0,0,0,0,2,2,2,4,0,0,0,11.4,10.0833333333333,10.6,9.6,91.2,11.1,10.7,610911,265600,34.39563904,5.577139404,33.799999,4,26.1999995,24.4,18.71,33.76295389,38.106190221999995,86.8,1,1,0,0,3
22196,Basel,1998-10-07,1998,10,7,5,0,0,1,0,3,3,2,4,1,0,0,11.4,8.71666666666667,10.6,9.3,89.4,11.5,9.6,610911,265600,21.57221875,19.03390696,17.9,5,25.8499995,23.5399998,19.83,27.983928895,12.305523182,90.3,1,1,0,0,4
22197,Basel,1998-10-08,1998,10,8,2,0,0,0,1,1,1,1,0,1,1,0,11.8,6.53333333333333,10,8.2,82.4,12.4,8.2,610911,265600,19.32670521,51.92367991,19.700001,2,18.8000005,21.78,20.9700001,20.449461980000002,35.478793435,85.9,1,1,0,0,5
22198,Basel,1998-10-09,1998,10,9,3,0,0,0,0,1,1,2,2,0,0,1,15.4,8.48333333333333,11.3,8.7,85.2,15.7,8.7,610911,265600,34.29548859,22.32390894,35.599998,2,27.6499995,25.1199996,22.5299999,26.8110969,37.123794425,83.80000000000001,1,1,0,0,6
22199,Basel,1998-10-10,1998,10,10,5,0,0,0,0,3,3,2,1,3,1,0,14.8,5.83333333333333,12,8.9,76.1,15.2,8.9,610911,265600,21.9575105,69.3151441,16.4,5,25.999999,24.6799996,22.6299999,28.126499545,45.81952652,80.65,1,1,0,0,7
22200,Basel,1998-10-11,1998,10,11,4,1,0,0,0,1,0,4,2,1,1,0,14.4,5.83333333333333,12.2,11,80,14.6,11.1,610911,265600,16.04971173,69.28956389,8.8,4,12.6,19.6799998,22.039999899999998,19.003611114999998,69.302353995,78.05000000000001,1,1,0,0,1
22201,Basel,1998-10-12,1998,10,12,8,0,0,1,0,4,3,5,4,1,3,0,12.4,9.83333333333333,11.2,8.9,77.8,12.8,11,610911,265600,13.01178921,73.81779075,12.5,8,10.65,18.5999998,21.069999799999998,14.53075047,71.55367731999999,78.9,1,1,0,0,2
22202,Basel,1998-10-13,1998,10,13,3,0,0,0,1,2,2,1,1,1,1,0,14.2,4.2,10.3,6.4,73.2,14.5,6.4,610911,265600,20.46787423,84.90555182,17.9,3,15.2,18.2399996,20.0099998,16.739831719999998,79.361671285,75.5,1,1,0,0,3
22203,Basel,1998-10-14,1998,10,14,4,0,0,0,0,2,3,1,2,0,2,0,15.2,11.3666666666667,12.7,10,81.3,15.3,8.5,610911,265600,30.10854434,47.00147004,16.1,4,17,14.34,19.7299998,25.288209285,65.95351093,77.25,1,1,0,0,4
22204,Basel,1998-10-15,1998,10,15,7,0,0,1,1,4,2,5,4,1,1,1,17.7,11.3166666666667,14.7,12.4,82.9,18.1,12.4,610911,265600,28.49288557,50.32728712,13.1,6,14.600000000000001,13.68,19.1799998,29.300714955,48.664378580000005,82.1,1,1,0,0,5
22205,Basel,1998-10-16,1998,10,16,8,1,0,0,0,1,2,6,2,2,2,2,19.3,13.633333333333301,15.4,12.3,84.3,19.8,13.7,610911,265600,33.38191998,30.40820175,21,6,17.05,16.12,17.8999999,30.937402775,40.367744435,83.6,1,1,0,0,6
22206,Basel,1998-10-17,1998,10,17,6,0,0,0,0,3,3,3,2,1,1,2,23,9.86,15.1,9.8,75,23.5,9.8,610911,265600,20.08275557,91.65440137,19.4,4,20.2,17.5,18.0499999,26.732337774999998,61.03130156,79.64999999999999,1,1,0,0,7
22207,Basel,1998-10-18,1998,10,18,7,1,0,1,0,2,5,2,2,3,1,1,14.1,4.33333333333333,10.7,7.5,71.8,14.7,8.5,610911,265600,12.35173634,84.18922498,12.5,6,15.95,16.42,17.3299998,16.217245955,87.92181317500001,73.39999999999999,1,1,0,0,1
22208,Basel,1998-10-19,1998,10,19,9,0,0,0,0,2,2,7,2,5,2,0,10.9,4.63333333333333,7.4,4.8,83,11.1,5.4,610911,265600,32.78777077,49.63142405,25.700001,9,19.1000005,18.3400002,16.3400001,22.569753555000002,66.910324515,77.39999999999999,1,1,0,0,2
22209,Basel,1998-10-20,1998,10,20,8,0,0,0,0,3,5,3,3,4,0,1,12.3,2.18333333333333,7.7,4.4,74,13,4.8,610911,265600,31.79447391,82.73098211,19.6,7,22.6500005,19.6400002,16.6600001,32.29112234,66.18120308,78.5,1,1,0,0,3
22210,Basel,1998-10-21,1998,10,21,4,0,0,0,0,1,2,2,0,2,1,1,11.6,5.46666666666667,7.5,3.5,78.6,11.8,3.5,610911,265600,45.61428875,13.83028179,29.9,3,24.75,21.4200002,18.7700001,38.704381330000004,48.28063195,76.3,1,1,0,0,4
22211,Basel,1998-10-22,1998,10,22,4,0,0,1,0,2,0,4,4,0,0,0,16.9,5.73333333333333,9.9,5.1,76.2,17.4,5.1,610911,265600,53.45132055,62.24394473,31.299999,4,30.5999995,23.8,20.65,49.53280465,38.03711326,77.4,1,1,0,0,5
22212,Basel,1998-10-23,1998,10,23,6,0,0,0,0,5,2,4,3,3,0,0,16.5,8.76666666666667,11.6,6.7,81.1,16.8,6.7,610911,265600,52.34761469,31.19104833,33.799999,6,32.549999,28.0599998,22.2399999,52.899467619999996,46.717496530000005,78.65,1,1,0,0,6
22213,Basel,1998-10-24,1998,10,24,8,1,0,1,0,2,6,2,4,1,2,1,16.2,10.133333333333301,13.5,9.9,71.5,15.7,9.9,610911,265600,14.18298034,85.86747886,9,7,21.3999995,24.7199996,21.5299999,33.265297515,58.529263595,76.30000000000001,1,1,0,0,7
22214,Basel,1998-10-25,1998,10,25,6,2,0,0,0,2,6,0,1,1,1,3,17.6,11.1666666666667,12.6,7.6,68.8,14.8,12,610911,265600,5.322743159,82.92029446,7.4,3,8.2,22.2799996,20.9599999,9.7528617495,84.39388665999999,70.15,1,1,0,0,1
22215,Basel,1998-10-26,1998,10,26,7,0,0,0,1,4,2,5,1,1,4,1,11.6,4.1,8.9,5.9,75.9,12.3,7.2,610911,265600,8.558624622,76.90824052,5.8,6,6.6,17.4599996,19.4399999,6.9406838905,79.91426749,72.35000000000001,1,1,0,0,2
22216,Basel,1998-10-27,1998,10,27,5,0,0,0,0,1,2,3,3,2,0,0,12.9,3.3,9.9,6.7,67.2,13.3,5.9,610911,265600,20.35354696,75.47046341,9.4,5,7.6,13.0799998,18.4399999,14.456085791,76.189351965,71.55000000000001,1,1,0,0,3
22217,Basel,1998-10-28,1998,10,28,9,2,0,1,2,4,2,7,6,1,1,1,19.2,10.2,16.2,10.1,56.6,19.3,9,610911,265600,8.705231511,82.63887917,4.3,8,6.85,7.18,17.6199999,14.529389235499998,79.05467128999999,61.900000000000006,1,1,0,0,4
22218,Basel,1998-10-29,1998,10,29,4,0,0,1,0,3,2,2,2,0,2,0,18.5,8.5,11.6,6.8,69.2,18.7,17.5,610911,265600,5.96441829,86.65544486,4.3,4,4.3,6.24,15.479999800000002,7.334824900499999,84.64716201499999,62.900000000000006,1,1,0,0,5
22219,Basel,1998-10-30,1998,10,30,5,0,0,0,0,1,3,2,0,3,1,1,9,4.4,7.7,5.6,74.9,9.5,6.9,610911,265600,6.599880357,71.21342195,6.1,4,5.199999999999999,5.9799999999999995,14.1299998,6.2821493235000005,78.934433405,72.05000000000001,1,1,0,0,6
22220,Basel,1998-10-31,1998,10,31,8,0,0,1,0,2,4,4,4,0,3,1,12.2,4,9.1,5.5,74,10.6,5.5,610911,265600,13.39395568,81.52856334,3.9,7,5,5.6,11.5299998,9.9969180185,76.370992645,74.45000000000002,1,1,0,0,7
22221,Basel,1998-11-01,1998,11,1,5,0,0,0,0,1,4,1,0,4,0,1,13.2,7.88333333333333,10.3,7,76.2,13.6,8.8,610911,265600,10.10955956,76.51426051,3.3,4,3.5999999999999996,4.38,8.729999900000001,11.75175762,79.021411925,75.10000000000002,1,1,0,0,1
22222,Basel,1998-11-02,1998,11,2,7,0,0,1,1,2,4,3,3,4,0,0,12.2,2.58333333333333,8.3,3.7,72.4,12.4,4.7,610911,265600,38.3801188,65.35486326,17.200001,7,10.2500005,6.9600002,7.0700001,24.24483918,70.934561885,74.30000000000003,1,1,0,0,2
22223,Basel,1998-11-03,1998,11,3,8,0,0,1,0,2,5,3,2,3,1,2,14.5,6.28333333333333,10.2,7.8,75.6,11.1,8.2,610911,265600,15.0839499,79.14932896,7.2,6,12.2000005,7.5400002,6.8900001,26.73203435,72.25209611,74.00000000000003,1,1,0,0,3
22224,Basel,1998-11-04,1998,11,4,6,0,0,0,0,1,4,2,0,3,3,0,9.9,2.78333333333333,7.8,5.5,79.1,10.2,7,610911,265600,15.22280019,70.85525204,3.9,6,5.55,7.1000002,6.540000099999999,15.153375045,75.0022905,77.35000000000002,1,1,0,0,4
22225,Basel,1998-11-05,1998,11,5,11,0,0,1,2,2,2,9,6,2,1,2,8.7,1.16666666666667,5.5,0.9,76.9,9.2,4.6,610911,265600,19.93214912,63.83522109,14,9,8.95,9.1200002,7.3600001,17.577474655,67.345236565,78.00000000000003,1,1,0,0,5
22226,Basel,1998-11-06,1998,11,6,9,0,0,0,2,4,4,5,6,2,0,1,10.5,2.41666666666667,5.5,-0.4,77.6,11,-0.4,610911,265600,39.52607678,77.70132097,20.700001,8,17.3500005,12.6000004,8.4900002,29.729112949999998,70.76827103,77.25000000000003,1,1,0,0,6
22227,Basel,1998-11-07,1998,11,7,9,1,0,2,0,4,7,2,3,5,0,1,11,3.06666666666667,6.4,3.2,82.1,11.4,3.4,610911,265600,39.55128669,58.68276334,27.1,8,23.9000005,14.5800002,10.7700002,39.538681735,68.192042155,79.85000000000002,1,1,0,0,7
22228,Basel,1998-11-08,1998,11,8,4,0,0,0,0,3,2,2,2,1,0,1,11.1,3.38333333333333,6,0.8,78.4,11.4,1.4,610911,265600,40.79297292,27.90104635,34.700001,3,30.9000005,20.0800004,13.8100003,40.172129805,43.291904845000005,80.25000000000003,1,1,0,0,1
22229,Basel,1998-11-09,1998,11,9,5,0,0,1,0,0,4,1,3,0,0,2,11.9,6.08333333333333,9.5,6.8,79.6,12,6.8,610911,265600,50.85734253,6.262768587,35,3,34.8500005,26.300000400000002,16.7000003,45.825157725,17.0819074685,79.00000000000003,1,1,0,0,2
22230,Basel,1998-11-10,1998,11,10,10,1,0,1,1,5,5,5,7,2,1,0,12,10.4666666666667,10.1,6.9,87.7,12.4,9.6,610911,265600,32.49760732,63.90173982,19.6,10,27.3,27.4200004,18.2700003,41.677474925,35.0822542035,83.65000000000003,1,1,0,0,3
22231,Basel,1998-11-11,1998,11,11,6,0,0,0,0,3,4,2,2,4,0,0,8.9,-1.31666666666667,5.2,1.2,76.5,9.2,3.4,610911,265600,30.68101571,82.26536692,20.4,6,20,27.360000200000002,19.9800003,31.589311515,73.08355337,82.10000000000004,1,1,0,0,4
22232,Basel,1998-11-12,1998,11,12,8,0,0,0,0,3,4,4,3,2,2,1,6.4,-0.733333333333333,3.6,-0.1,79.3,6.7,-0.1,610911,265600,33.14975363,50.28635259,24.9,7,22.65,26.9200002,20.7500002,31.91538467,66.275859755,77.90000000000003,1,1,0,0,5
22233,Basel,1998-11-13,1998,11,13,4,0,0,1,0,1,2,2,3,0,1,0,7.7,2.21666666666667,5.6,3.9,81.7,8,3.9,610911,265600,46.49200532,52.7321077,23.200001,4,24.0500005,24.6200002,22.3500003,39.820879475,51.509230145000004,80.50000000000003,1,1,0,0,6
22234,Basel,1998-11-14,1998,11,14,4,1,0,1,0,1,3,1,2,1,1,0,7.3,5.28333333333333,5.6,3.8,79.6,7.9,3.8,610911,265600,21.58075443,82.51096812,13.8,4,18.5000005,20.3800002,23.3400003,34.036379874999994,67.62153791,80.65000000000003,1,1,0,0,7
22235,Basel,1998-11-15,1998,11,15,5,0,1,0,0,2,3,2,2,1,0,2,7.3,1.7,5.7,4.2,76.2,7.8,4.6,610911,265600,6.458954948,77.82923701,6.8,3,10.3,17.8200002,22.6200003,14.019854688999999,80.17010256500001,77.90000000000003,1,1,0,0,1
22236,Basel,1998-11-16,1998,11,16,3,0,0,0,0,2,2,1,1,1,0,1,5.1,NA,4,2.6,81.9,5.1,3.6,610911,265600,12.13798933,63.03191074,8.7,2,7.75,15.4800002,21.4200002,9.298472139,70.430573875,79.05000000000004,1,1,0,0,2
22237,Basel,1998-11-17,1998,11,17,7,0,0,0,0,3,2,5,3,2,2,0,2.9,NA,1.1,-2.2,73.7,3.6,-0.3,610911,265600,39.75022786,44.96504726,22.200001,7,15.4500005,14.9400004,20.9300003,25.944108595000003,53.998479,77.80000000000004,1,1,0,0,3
22238,Basel,1998-11-18,1998,11,18,6,0,0,1,1,2,2,4,2,4,0,0,1.6,NA,-1.6,-3.7,81.5,1.8,-3.7,610911,265600,52.91156,20.96288146,33.900002,6,28.0500015,17.0800006,20.8500004,46.33089393,32.96396436,77.60000000000004,1,1,0,0,4
22239,Basel,1998-11-19,1998,11,19,8,0,0,0,0,4,5,3,3,1,3,1,1,NA,-1.4,-4.5,81.4,1.1,-4.5,610911,265600,44.37768103,40.71823369,31.9,7,32.900001,20.7000006,20.5400004,48.644620515,30.840557575,81.45000000000005,1,1,0,0,5
22240,Basel,1998-11-20,1998,11,20,11,0,0,1,1,5,7,4,3,3,4,1,-0.5,NA,-1.3,-4.5,77.8,-0.4,-1.1,610911,265600,49.54363408,35.02853057,35.599998,10,33.749999,26.4600002,22.1400002,46.960657555,37.873382129999996,79.60000000000005,1,1,0,0,6
22241,Basel,1998-11-21,1998,11,21,8,2,0,0,0,2,4,4,1,4,0,3,0.2,NA,-3.5,-7.1,67.6,0.4,-7.1,610911,265600,34.85414535,55.64859444,24.9,5,30.249999,29.700000199999998,22.5900002,42.198889715,45.338562505,72.70000000000005,1,1,0,0,7
22242,Basel,1998-11-22,1998,11,22,7,0,0,0,0,4,5,2,3,3,0,1,-2.5,NA,-4.7,-6.1,64.9,-2.3,-6.1,610911,265600,21.51679145,49.48815669,37.599998,6,31.249999,32.7799996,23.86,28.1854684,52.568375565,66.25000000000006,1,1,0,0,1
22243,Basel,1998-11-23,1998,11,23,6,0,0,2,1,2,3,3,1,4,0,1,-2.4,NA,-5.6,-8.8,76,-2.1,-8.8,610911,265600,51.37288221,22.54392293,71.900002,5,54.75,40.3799996,28.7300001,36.44483683,36.016039809999995,70.45000000000006,1,1,0,0,2
22244,Basel,1998-11-24,1998,11,24,5,0,0,0,2,4,2,3,3,2,0,0,-0.4,NA,-3.2,-6.1,77.3,-0.1,-6.1,610911,265600,64.25809026,12.40785601,100.800003,5,86.3500025,54.1600002,37.430000400000004,57.815486235,17.47588947,76.65000000000006,1,1,0,0,3
22245,Basel,1998-11-25,1998,11,25,8,0,0,1,2,3,3,5,6,1,1,0,-0.4,NA,-1.6,-3.8,78.6,0.1,-3.8,610911,265600,66.41045638,5.178040956,111.699997,8,106.25,69.38,47.920000099999996,65.33427332,8.792948483,77.95000000000006,1,1,0,0,4
22246,Basel,1998-11-26,1998,11,26,4,0,0,0,0,1,1,3,3,0,1,0,3.2,NA,1,-1.4,76.5,3.3,-1.4,610911,265600,67.54612706,14.99687649,89.699997,4,100.699997,82.3399994,56.0199998,66.97829172,10.087458723000001,77.55000000000007,1,1,0,0,5
22247,Basel,1998-11-27,1998,11,27,6,0,0,0,0,4,4,2,1,3,1,1,5.8,NA,3.3,1.3,90.9,6.2,1.3,610911,265600,54.93057167,34.43499834,40.400002,5,65.0499995,82.9000002,57.839999899999995,61.238349365000005,24.715937415,83.70000000000007,1,1,0,0,6
22248,Basel,1998-11-28,1998,11,28,11,0,0,0,2,7,4,7,6,2,2,1,4.8,NA,2.5,-0.4,82.8,5.3,1.9,610911,265600,41.45336964,39.78700531,30.700001,10,35.5500015,74.66,57.5199998,48.191970655,37.111001825,86.85000000000008,1,1,0,0,7
22249,Basel,1998-11-29,1998,11,29,9,0,0,1,2,4,2,7,6,3,0,0,1.8,NA,0.7,-0.4,89,1.9,-0.4,610911,265600,42.17176583,15.43690847,35.099998,9,32.8999995,61.519999,57.8399996,41.812567735,27.61195689,85.90000000000008,1,1,0,0,1
22250,Basel,1998-11-30,1998,11,30,3,0,0,0,0,1,3,0,0,1,1,1,1.2,NA,0.4,0.1,91.5,0.6,0.1,610911,265600,45.52258979,28.93460856,36.700001,2,35.8999995,46.5199998,57.9499999,43.84717781,22.185758515,90.25000000000009,1,1,0,0,2
22251,Basel,1998-12-01,1998,12,1,7,0,0,1,1,3,4,3,3,2,1,1,1.8,-0.433333333333333,0.9,0.1,85.7,2.1,0.1,610911,265600,44.70350944,30.34680245,40.799999,6,38.75,36.7400002,59.5399998,45.113049614999994,29.640705505,88.60000000000008,1,1,0,0,3
22252,Basel,1998-12-02,1998,12,2,3,0,0,0,0,2,2,1,2,0,0,1,0.2,-4.2,-0.5,-1.1,76.7,0.4,-0.8,610911,265600,35.94907668,21.6433952,33.5,2,37.1499995,35.3599998,59.13,40.32629306,25.995098825,81.20000000000007,1,1,0,0,4
22253,Basel,1998-12-03,1998,12,3,6,0,0,1,0,0,1,5,4,2,0,0,0.4,-3.58333333333333,-1.2,-2.5,81.1,0.6,-1.8,610911,265600,48.47113991,11.12358016,46,6,39.75,38.4199996,56.5399998,42.210108295,16.383487680000002,78.90000000000006,1,1,0,0,5
22254,Basel,1998-12-04,1998,12,4,7,0,0,0,0,2,4,3,1,1,2,3,-0.1,-3.33333333333333,-1.4,-3,84.4,-0.2,-3,610911,265600,47.11616801,30.77148311,27.4,4,36.7,36.88,49.1999995,47.79365396,20.947531634999997,82.75000000000006,1,1,0,0,6
22255,Basel,1998-12-05,1998,12,5,8,0,0,1,0,1,4,4,5,2,0,1,1.7,-3.5,0.7,-0.7,73.8,1.8,-2.2,610911,265600,20.94505106,66.63914411,13.2,7,20.299999999999997,32.1799998,39.3499998,34.030609535,48.705313610000005,79.10000000000005,1,1,0,0,7
22256,Basel,1998-12-06,1998,12,6,5,0,0,0,0,4,3,2,2,1,1,1,1.4,-3.83333333333333,0.3,-0.6,75.4,1.7,-0.3,610911,265600,9.884199643,69.84727503,11.1,4,12.149999999999999,26.24,31.4900001,15.4146253515,68.24320957,74.60000000000005,1,1,0,0,1
22257,Basel,1998-12-07,1998,12,7,4,0,0,0,0,3,0,4,3,1,0,0,1,-3.28333333333333,0.3,-0.6,75,1.2,-0.6,610911,265600,15.80119994,62.84771084,17.1,4,14.100000000000001,22.96,29.1599999,12.8426997915,66.347492935,75.20000000000005,1,1,0,0,2
22258,Basel,1998-12-08,1998,12,8,14,0,1,1,1,7,7,7,3,5,3,3,1.7,-4.25,-1.4,-5,78.1,1.8,-3.5,610911,265600,55.39480243,57.60315015,31.9,11,24.5,20.14,29.2799998,35.598001185,60.225430495,76.55000000000004,1,1,0,0,3
22259,Basel,1998-12-09,1998,12,9,9,0,0,0,1,5,3,6,5,3,1,0,-0.7,-2.6,-2.5,-5.3,81.5,-0.9,-5.3,610911,265600,70.14133848,14.1014642,43.900002,9,37.900001,23.4400004,30.1600002,62.768070455,35.852307175,79.80000000000004,1,1,0,0,4
22260,Basel,1998-12-10,1998,12,10,7,0,0,0,1,2,3,4,1,4,1,1,2.5,1.01666666666667,1.2,-0.8,90.6,2.3,-1.6,610911,265600,74.83599315,2.010840569,65.699997,6,54.7999995,33.9399998,33.0599998,72.48866581499999,8.0561523845,86.05000000000004,1,1,0,0,5
22261,Basel,1998-12-11,1998,12,11,8,0,0,2,0,2,1,7,7,0,0,1,7.1,4.65,4.9,2.1,86.8,7.3,1.6,610911,265600,44.18858929,55.96582483,28.200001,7,46.949999,37.36,31.8,59.512291219999994,28.9883326995,88.70000000000005,1,1,0,0,6
22262,Basel,1998-12-12,1998,12,12,11,0,0,2,2,5,8,3,2,5,2,2,5.7,4.43333333333333,4.2,2.1,90.9,5,2.2,610911,265600,47.40840717,34.05125021,26.200001,9,27.200001,39.1800002,31.070000099999998,45.79849823,45.008537520000004,88.85000000000005,1,1,0,0,7
22263,Basel,1998-12-13,1998,12,13,4,0,0,0,0,2,3,1,0,3,0,1,12.9,9.11666666666667,10,5.6,77,13,4.8,610911,265600,24.15934607,71.62274829,10.6,3,18.4000005,34.9200002,27.5300001,35.78387662,52.836999250000005,83.95000000000005,1,1,0,0,1
22264,Basel,1998-12-14,1998,12,14,7,0,0,0,0,2,5,2,2,3,0,2,10.6,2.51666666666667,6.4,3.4,74.6,10.7,4.9,610911,265600,58.6403208,26.089756,23.5,5,17.05,30.839999799999998,27.140000099999998,41.399833435,48.856252145,75.80000000000004,1,1,0,0,2
